"ensembl_gene_id","hgnc_symbol","description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000054938","CHRDL2","chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]",104.524430406691,-1.60970286518578,0.227081880286816,-7.08864513167075,1.35431305882609e-12,2.60268281039031e-10
"ENSG00000058404","CAMK2B","calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]",541.853614198504,-1.24780023832774,0.22983438515516,-5.42912774990284,5.66301384910417e-08,1.92779665166886e-06
"ENSG00000064886","CHI3L2","chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933]",1976.18750757574,-1.05554234678671,0.222800157477544,-4.73761939280991,2.16243458855903e-06,3.94763210897823e-05
"ENSG00000065371","ROPN1","rhophilin associated tail protein 1 [Source:HGNC Symbol;Acc:HGNC:17692]",95.1039054230677,-2.08961681014488,0.33855430964517,-6.17217607519145,6.73564273286355e-10,4.80385547156257e-08
"ENSG00000066032","CTNNA2","catenin alpha 2 [Source:HGNC Symbol;Acc:HGNC:2510]",14.8814259620653,-1.34471740344958,0.290237744296229,-4.6331582637891,3.60129011820235e-06,6.07145765303847e-05
"ENSG00000069482","GAL","galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]",93.0188769261378,-1.68308373792383,0.228028605085332,-7.38102018952397,1.57081182354713e-13,3.8300319287638e-11
"ENSG00000071677","PRLH","prolactin releasing hormone [Source:HGNC Symbol;Acc:HGNC:17945]",6.03698471977944,1.25685064125973,0.281548399195668,4.46406601795757,8.04187679885673e-06,0.00011852274185001
"ENSG00000071909","MYO3B","myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]",150.965723063921,-1.13936507273192,0.244066539841563,-4.66825593328584,3.03767352804395e-06,5.25356731711027e-05
"ENSG00000071991","CDH19","cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]",63.9264321408389,-2.19052371958637,0.361142774090945,-6.06553384627526,1.31516069336538e-09,8.52276560956318e-08
"ENSG00000072041","SLC6A15","solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]",33.1897603438649,-1.23605861039238,0.302856800576754,-4.08133021295363,4.47786829242547e-05,0.0004930584189221
"ENSG00000073792","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]",302.124843278575,-1.33493935029185,0.202198843439048,-6.60211170146613,4.05341900642726e-11,4.50518468030598e-09
"ENSG00000074803","SLC12A1","solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]",72.815959167913,-1.52135116955304,0.258871820808511,-5.87685119531954,4.18143760169999e-09,2.20440869888541e-07
"ENSG00000075043","KCNQ2","potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]",7.13523897633084,-1.53648722432789,0.292438197005857,-5.25405791739688,1.48784059112122e-07,4.30590779976416e-06
"ENSG00000077009","NMRK2","nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]",1.53770411504111,1.22095847253662,0.337226646562091,3.6205871777449,0.00029393518902618,0.00226754985056148
"ENSG00000077522","ACTN2","actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]",109.344516329306,-1.80477768642961,0.279130257353512,-6.46571856287117,1.0081856573964e-10,9.61646427050078e-09
"ENSG00000077935","SMC1B","structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]",90.8917000947757,-1.53010546993286,0.214137203589445,-7.14544434262091,8.97052333593462e-13,1.79465669939221e-10
"ENSG00000078018","MAP2","microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]",1003.33589325202,-1.23039107871449,0.179746150788398,-6.84515953926011,7.6390689313239e-12,1.13313824010954e-09
"ENSG00000081041","CXCL2","C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]",213.318775164617,1.10765471866271,0.214533327059843,5.16308926842743,2.42907225676755e-07,6.44207796607855e-06
"ENSG00000081985","IL12RB2","interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]",100.703271593817,-1.2753028924603,0.237010463766765,-5.38078729602117,7.41607798362405e-08,2.42918584632361e-06
"ENSG00000082556","OPRK1","opioid receptor kappa 1 [Source:HGNC Symbol;Acc:HGNC:8154]",8.42621715877067,-1.59561613837556,0.31333059011997,-5.09243651494295,3.53491095377507e-07,8.78928910953938e-06
"ENSG00000084674","APOB","apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]",26.2449636662148,1.09223439889311,0.253239575760224,4.31304781495635,1.61019277117414e-05,0.00021086552665003
"ENSG00000087128","TMPRSS11E","transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]",32.6569658975977,-1.28428088632375,0.251659871845078,-5.10324064344418,3.33885990682642e-07,8.40901243932293e-06
"ENSG00000087250","MT3","metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]",7.46824393661264,-1.45312037219472,0.295165857426212,-4.92306388301698,8.51996239764765e-07,1.8172814273211e-05
"ENSG00000088386","SLC15A1","solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]",32.0255640808476,-2.45525424603448,0.261653098499537,-9.38362381379873,6.37433948618963e-21,8.28919106784099e-18
"ENSG00000088538","DOCK3","dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]",196.162579650705,-1.42763631350908,0.203967457675585,-6.99933376519195,2.57182525075992e-12,4.51946156228136e-10
"ENSG00000089116","LHX5","LIM homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14216]",1.21241148113835,-1.0151781909295,0.344549284399907,-2.94639471591882,0.00321501846865916,0.0157055222263125
"ENSG00000090512","FETUB","fetuin B [Source:HGNC Symbol;Acc:HGNC:3658]",1.91192674049099,-1.92346883651533,0.431676864343549,-4.45580709876668,8.35781593008969e-06,0.00012198096336126
"ENSG00000091129","NRCAM","neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]",672.800600529268,-1.03833308799762,0.201136700809916,-5.16232534299595,2.43900907093021e-07,6.45964846402779e-06
"ENSG00000091482","SMPX","small muscle protein X-linked [Source:HGNC Symbol;Acc:HGNC:11122]",3.59431937850963,-1.26953037564011,0.352804650247894,-3.59839467747402,0.00032018746719312,0.00243302560774018
"ENSG00000091651","ORC6","origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]",324.879761571699,-1.07156430325065,0.139865625524002,-7.66138426962352,1.83939587085472e-14,5.31544531213219e-12
"ENSG00000092758","COL9A3","collagen type IX alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2219]",457.280354519958,-1.55115680486504,0.218578086520302,-7.09657966889086,1.27882240957647e-12,2.49447099211987e-10
"ENSG00000094755","GABRP","gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]",7978.1717755681,-1.92448416504942,0.300429277797429,-6.40578101827694,1.49601557032641e-10,1.33315864479162e-08
"ENSG00000094796","KRT31","keratin 31 [Source:HGNC Symbol;Acc:HGNC:6448]",34.7696210370505,-1.22346149148044,0.331923608221829,-3.68597310096358,0.00022783041600132,0.0018423614566959
"ENSG00000095777","MYO3A","myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]",66.0427836820027,-1.21632203641683,0.236413830025164,-5.14488528986382,2.67684326794049e-07,7.01780518257554e-06
"ENSG00000096006","CRISP3","cysteine rich secretory protein 3 [Source:HGNC Symbol;Acc:HGNC:16904]",471.125285018383,-1.9062916438946,0.324677792381813,-5.87133363791277,4.32303267509499e-09,2.26072588097595e-07
"ENSG00000099725","PRKY","protein kinase Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9444]",1.86234772249817,-1.24808268862517,0.356502145814864,-3.50091213552839,0.00046366868703204,0.00329183672766041
"ENSG00000100121","GGTLC2","gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596]",1.0366353931367,-1.52956965925255,0.382974491203862,-3.99392046829128,6.49896708629472e-05,0.00066717701574762
"ENSG00000100167","SEPTIN3","septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]",740.17925130175,-1.22903941556653,0.186541077633124,-6.58857250725075,4.44075373993285e-11,4.84854031254803e-09
"ENSG00000100344","PNPLA3","patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]",136.135045254248,-1.13922850108371,0.242417530227108,-4.69944768439982,2.60866035573397e-06,4.59869217342492e-05
"ENSG00000100362","PVALB","parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]",584.928227264347,1.21103639387726,0.344447160443583,3.51588438794988,0.00043829179443917,0.00314180802424657
"ENSG00000100604","CHGA","chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]",50.8323796555536,-2.82009144904442,0.326169411737747,-8.64609416934499,5.32921405521758e-18,3.52378472410421e-15
"ENSG00000100867","DHRS2","dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]",6819.80640967495,-1.53463972433615,0.326488244075425,-4.70044405023543,2.59596376240322e-06,4.58459657305905e-05
"ENSG00000101057","MYBL2","MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]",2342.25920543589,-1.14952274367839,0.180119637363911,-6.38199565856279,1.74794920652197e-10,1.53583320821701e-08
"ENSG00000101074","R3HDML","R3H domain containing like [Source:HGNC Symbol;Acc:HGNC:16249]",2.39748383051441,-1.33633893469536,0.324383354140544,-4.11962857414801,3.79483622999098e-05,0.00043073654641957
"ENSG00000101098","RIMS4","regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]",1683.00909892955,-1.06366123723339,0.27782931080998,-3.82847020039896,0.00012894223949251,0.00116388122329522
"ENSG00000101282","RSPO4","R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]",47.5791701250296,-1.11563430142666,0.227673658374913,-4.90014659310973,9.57651740260722e-07,1.99432240772261e-05
"ENSG00000101292","PROKR2","prokineticin receptor 2 [Source:HGNC Symbol;Acc:HGNC:15836]",1.22299422358238,-1.79752208571085,0.411563218462069,-4.36754793693139,1.25649224397574e-05,0.00017199394884905
"ENSG00000101311","FERMT1","fermitin family member 1 [Source:HGNC Symbol;Acc:HGNC:15889]",242.521260007776,-1.26105347237155,0.221429701250083,-5.69505113926568,1.23334947726525e-08,5.46145627776073e-07
"ENSG00000101323","HAO1","hydroxyacid oxidase 1 [Source:HGNC Symbol;Acc:HGNC:4809]",1.32365878365102,-2.0702200158648,0.56052065507823,-3.69338756227612,0.00022128637628191,0.00180188355489669
"ENSG00000101425","BPI","bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]",75.4738803148853,-2.07582148035022,0.245512303563219,-8.45506090824364,2.78941706554754e-17,1.64879906910819e-14
"ENSG00000101489","CELF4","CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]",60.2930827257078,-1.67621175854922,0.195295355886306,-8.58295759744049,9.24644470050829e-18,5.91348033862671e-15
"ENSG00000102021","LUZP4","leucine zipper protein 4 [Source:HGNC Symbol;Acc:HGNC:24971]",0.621703500023305,-1.90582137836253,0.476285449063204,-4.00142683785754,6.29616635014203e-05,0.00065100991691423
"ENSG00000102109","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]",131.804667075468,-1.71529336977133,0.274688368134807,-6.24450675293801,4.25139563212257e-10,3.29078266667392e-08
"ENSG00000102243","VGLL1","vestigial like family member 1 [Source:HGNC Symbol;Acc:HGNC:20985]",309.384308699382,-3.11227349869368,0.330525617401243,-9.41613398430029,4.68002955354786e-21,6.76212270159294e-18
"ENSG00000102290","PCDH11X","protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]",21.6866989266703,-2.09484276360351,0.302545063213784,-6.92406857130984,4.38853313004887e-12,7.045491953476e-10
"ENSG00000102794","ACOD1","aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904]",2.57661439347583,-1.17271138296547,0.332992669517552,-3.52173333023974,0.00042873518410386,0.00308862027145044
"ENSG00000102854","MSLN","mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]",564.476288865949,-4.15556699479697,0.291407627505202,-14.2603233497132,3.86658770297387e-46,7.54216597342082e-42
"ENSG00000103355","PRSS33","serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]",8.41280608947311,-3.37908642730771,0.413797060332011,-8.16604744508454,3.18657989901633e-16,1.49776933759548e-13
"ENSG00000103546","SLC6A2","solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]",15.5986509462074,-1.14872995965978,0.26842986644899,-4.27944168380411,1.87362720059929e-05,0.00023926004697145
"ENSG00000104044","OCA2","OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101]",24.7897418455949,-1.22858798939281,0.293946879235781,-4.17962589902966,2.9198903370944e-05,0.00034665478341669
"ENSG00000104112","SCG3","secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707]",14.2968401142339,-1.12074754943749,0.248590156419078,-4.50841483662012,6.53137761429413e-06,9.94155690553425e-05
"ENSG00000104371","DKK4","dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]",5.34866023738476,1.08652360759288,0.249098986052176,4.36181465373486,1.28988121977323e-05,0.00017557866764059
"ENSG00000105131","EPHX3","epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]",46.4184662650185,-1.13314854811484,0.176085927019697,-6.43520221799491,1.23309052624896e-10,1.13455961344397e-08
"ENSG00000105141","CASP14","caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502]",208.738353319896,-2.19528867293483,0.39096874506766,-5.61499787548215,1.9656466027958e-08,7.96301196970612e-07
"ENSG00000105143","SLC1A6","solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944]",12.3007393720383,-1.75664441067509,0.332600252714457,-5.28154863485087,1.28096467520441e-07,3.80937722263266e-06
"ENSG00000105173","CCNE1","cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]",298.555344078167,-1.14053164299115,0.159030018889344,-7.17180096535577,7.40175018350779e-13,1.51181716313616e-10
"ENSG00000105205","CLC","Charcot-Leyden crystal galectin [Source:HGNC Symbol;Acc:HGNC:2014]",1.3885487196068,-1.35564322215205,0.460780407910616,-2.94205916501342,0.00326037628325474,0.0158813584170725
"ENSG00000105641","SLC5A5","solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040]",23.1856782728399,-1.06108710071214,0.221917439712725,-4.78144981343393,1.74035454282198e-06,3.30227195644801e-05
"ENSG00000105825","TFPI2","tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]",805.353345465496,1.61008400058988,0.255713348601334,6.29644095389034,3.0455721468102e-10,2.4856456190661e-08
"ENSG00000105877","DNAH11","dynein axonemal heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:2942]",112.525666726098,-1.39371609672672,0.248927974715799,-5.59887292024101,2.15749873571007e-08,8.62380539728701e-07
"ENSG00000105894","PTN","pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]",1989.85635116345,1.48893631920671,0.197008589928212,7.55772283710708,4.10186915999337e-14,1.09604191554563e-11
"ENSG00000106013","ANKRD7","ankyrin repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:18588]",8.64320202802747,-1.21579956976802,0.212194026480912,-5.72965973609717,1.00632287981723e-08,4.61323950498586e-07
"ENSG00000107159","CA9","carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]",128.312279135295,-2.3738708034029,0.303562218509727,-7.82004695794127,5.28036356667291e-15,1.7606627646414e-12
"ENSG00000107295","SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]",36.3941222956618,-1.12929946450537,0.258085094594213,-4.37568650092316,1.21050889778879e-05,0.0001666938691159
"ENSG00000107807","TLX1","T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056]",29.6634995543559,-1.19408478396187,0.366856934617019,-3.2549058537177,0.00113429960785348,0.00681523121847838
"ENSG00000107984","DKK1","dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]",143.698453007804,-1.32472432690242,0.245929016515793,-5.38661255052573,7.17979758815943e-08,2.3600777838646e-06
"ENSG00000108342","CSF3","colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438]",12.9067730075168,2.17265776879862,0.312569012482802,6.95096980836564,3.62783513933696e-12,6.02251508322611e-10
"ENSG00000108551","RASD1","ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]",1759.10226110075,1.00596629526636,0.182725093230841,5.50535384866649,3.68427501419817e-08,1.34958626153896e-06
"ENSG00000108688","CCL7","C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]",18.8012635044327,-1.52842792636944,0.324724963974479,-4.70683838920856,2.51588201985815e-06,4.47064017436113e-05
"ENSG00000109158","GABRA4","gamma-aminobutyric acid type A receptor subunit alpha4 [Source:HGNC Symbol;Acc:HGNC:4078]",2.47786324962286,1.88756223315362,0.358295895466878,5.26816594059507,1.37793520884729e-07,4.04180514041733e-06
"ENSG00000109181","UGT2B10","UDP glucuronosyltransferase family 2 member B10 [Source:HGNC Symbol;Acc:HGNC:12544]",3.07100009955471,-1.51375759701604,0.43867313198898,-3.45076433141127,0.00055900146258692,0.00382592369446334
"ENSG00000109208","SMR3A","submaxillary gland androgen regulated protein 3A [Source:HGNC Symbol;Acc:HGNC:19216]",1.34190511924776,-1.99213643566556,0.743851606388254,-2.67813690063574,0.00740329523700722,0.0302019738006338
"ENSG00000109424","UCP1","uncoupling protein 1 [Source:HGNC Symbol;Acc:HGNC:12517]",47.4302941174824,2.78514430025454,0.299278089127821,9.3062085111918,1.3247707910918e-20,1.61506119068979e-17
"ENSG00000110148","CCKBR","cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]",18.8533499398173,-3.44834260292791,0.361473018743059,-9.5396957009924,1.43252028692192e-21,2.32856172639159e-18
"ENSG00000110169","HPX","hemopexin [Source:HGNC Symbol;Acc:HGNC:5171]",1963.46982280693,1.27915748158122,0.224383805537433,5.70075669461728,1.19276775108777e-08,5.29980131041412e-07
"ENSG00000110203","FOLR3","folate receptor gamma [Source:HGNC Symbol;Acc:HGNC:3795]",3.04076396102886,-1.20688895835949,0.29749975669182,-4.05677292573285,4.97554131883113e-05,0.00053575991700314
"ENSG00000110245","APOC3","apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610]",1.39624011389695,1.58911881715205,0.585907212005659,2.71223631419765,0.00668309294369514,0.0278905457765763
"ENSG00000110693","SOX6","SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]",245.258961896893,-1.11567352401186,0.20177300063017,-5.52934991563506,3.21419652817464e-08,1.20222660553355e-06
"ENSG00000110975","SYT10","synaptotagmin 10 [Source:HGNC Symbol;Acc:HGNC:19266]",3.74764481431187,-1.14252615472986,0.394634645983971,-2.89514913694695,0.00378978432051799,0.0179056637897599
"ENSG00000111249","CUX2","cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]",134.109011813991,-1.16668761253721,0.277817989022913,-4.19946748819418,2.67543440406576e-05,0.00032214212028214
"ENSG00000111404","RERGL","RERG like [Source:HGNC Symbol;Acc:HGNC:26213]",104.516489880178,1.22459612033701,0.205713219045096,5.9529286743044,2.63386104993392e-09,1.51328699970578e-07
"ENSG00000111700","SLCO1B3","solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]",0.699623631528274,-1.25929410936303,0.507295932712998,-2.48236587001275,0.0130513192776731,0.0470180134509727
"ENSG00000111704","NANOG","Nanog homeobox [Source:HGNC Symbol;Acc:HGNC:20857]",2.04878077149804,-1.06507450406276,0.261551626428525,-4.072138715428,4.65834216633061e-05,0.00050862369043629
"ENSG00000111713","GYS2","glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707]",6.13293231891633,1.04837144840363,0.228302172838538,4.59203447505105,4.38945834437782e-06,7.15294690605128e-05
"ENSG00000111732","AICDA","activation induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203]",6.75630198594976,-1.06559074337434,0.27661268568777,-3.85228443418946,0.00011702098066812,0.00107644953968987
"ENSG00000112238","PRDM13","PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998]",3.2216947385962,-3.56452214523063,0.5479033730093,-6.50574959167139,7.73069103589553e-11,7.67403864357141e-09
"ENSG00000112333","NR2E1","nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]",3.50743312574032,-1.59504212404722,0.35365543338781,-4.51015868402659,6.47791503605396e-06,9.87559286387406e-05
"ENSG00000113296","THBS4","thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]",5347.69888607501,1.05047721367078,0.192542302698507,5.45582554559805,4.87458340741513e-08,1.69943921260124e-06
"ENSG00000113946","CLDN16","claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]",18.6429411606916,-1.13866827128859,0.242057467842962,-4.7041237001922,2.54958637865509e-06,4.51398042863085e-05
"ENSG00000114204","SERPINI2","serpin family I member 2 [Source:HGNC Symbol;Acc:HGNC:8945]",4.53147598953277,1.04999344577852,0.264717748110157,3.96646410478526,7.29467556580861e-05,0.00073383157084405
"ENSG00000114547","ROPN1B","rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927]",94.4873084365156,-1.26433071017641,0.249134908028088,-5.07488380566028,3.87732860710586e-07,9.53133860242052e-06
"ENSG00000114805","PLCH1","phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]",456.108502154999,-1.47524436828714,0.232895804742425,-6.3343535531639,2.38338423750152e-10,2.00821999726586e-08
"ENSG00000115592","PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]",7.61415964358014,-1.94337339435592,0.295756375248766,-6.57085884529558,5.00258667895692e-11,5.36156350328207e-09
"ENSG00000115596","WNT6","Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]",100.182254538243,-2.05359368643403,0.26372323303157,-7.78692746493139,6.86583410591977e-15,2.25083966504321e-12
"ENSG00000115844","DLX2","distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]",280.288531073432,1.03123394106379,0.298236624912103,3.45777096078565,0.0005446642195933,0.00375310474050864
"ENSG00000115850","LCT","lactase [Source:HGNC Symbol;Acc:HGNC:6530]",17.2998222138812,-2.05244321805659,0.248648937517435,-8.25438161348537,1.52690745834883e-16,7.83785707435585e-14
"ENSG00000116675","DNAJC6","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]",286.697982771243,-1.0490402168526,0.1679139643401,-6.24748644923793,4.17110457456948e-10,3.23505231934601e-08
"ENSG00000116748","AMPD1","adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468]",35.2792044765245,1.02409537958706,0.211813388369218,4.83489446758639,1.33216289217717e-06,2.64345568411067e-05
"ENSG00000116996","ZP4","zona pellucida glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:15770]",1.93669672668243,-1.52591655043538,0.409210693354197,-3.72892638246529,0.00019229731541562,0.00160846974035041
